,pick_order,hero_code,attack_damage,receive_damage,recovery,mvp_point,equip,first_pick,mvp,ban
2,3,c4004,2584,84278.1,45559,247131,"['set_def', 'set_max_hp', 'set_max_hp']",0,1,0
3,4,c5089,0,0.0,0,0,[],0,0,1
4,5,c2009,48359,8748.64,2894,212947,"['set_cri_dmg', 'set_penetrate']",0,0,0
5,1,c1159,26621,118851.61,10605,291760,"['set_max_hp', 'set_speed']",1,1,0
6,2,c2070,12594,133046.39,0,196521,"['set_max_hp', 'set_speed']",0,0,0
7,3,c2016,8698,80388.09,0,106046,"['set_cri', 'set_vampire']",0,0,0
8,4,c6037,916,6156.98,26130,262167,"['set_speed', 'set_immune']",0,0,0
9,5,c5082,0,0.0,0,0,[],0,0,1
0,1,c2089,2732,22531.51,13586,114769,['set_speed'],1,0,0
1,2,c4004,7348,56067.47,14576,140821,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
2,3,c2109,13170,34691.04,0,108073,"['set_counter', 'set_max_hp']",0,0,0
3,4,c1146,52640,44448.57,0,214894,"['set_cri_dmg', 'set_max_hp']",0,1,0
4,5,c4144,0,0.0,0,0,[],0,0,1
5,1,c1159,0,0.0,0,0,[],0,0,1
6,2,c1137,38745,86909.86,12443,238252,"['set_speed', 'set_immune']",0,1,0
7,3,c1151,0,37928.21,0,41158,['set_speed'],0,0,0
8,4,c2090,12675,65830.72,0,198044,"['set_acc', 'set_speed']",0,0,0
9,5,c1154,1080,54206.84,13258,123468,"['set_speed', 'set_acc']",0,0,0
0,1,c2089,1724,21496.32,5097,110028,['set_speed'],0,0,0
1,2,c2101,5734,52203.36,0,98792,"['set_speed', 'set_max_hp']",0,0,0
2,3,c2016,77614,0.0,0,145705,"['set_def', 'set_cri_dmg']",0,1,0
3,4,c2008,2280,0.0,4080,72749,"['set_immune', 'set_shield']",0,0,0
4,5,c2111,0,0.0,0,0,[],0,0,1
5,1,c1159,948,94591.28,0,95539,"['set_max_hp', 'set_speed']",1,0,0
6,2,c6037,1122,53095.24,28369,299870,['set_speed'],0,0,0
7,3,c1121,10386,55442.43,14694,351340,"['set_immune', 'set_shield']",0,1,0
8,4,c2050,19530,36725.45,0,56255,"['set_speed', 'set_penetrate']",0,0,0
9,5,c2072,0,0.0,0,0,[],0,0,1
0,1,c1159,1686,0.0,0,18627,"['set_speed', 'set_max_hp']",1,0,0
1,2,c2109,29395,4158.42,0,43718,"['set_counter', 'set_max_hp']",0,0,0
2,3,c4004,3680,5097.46,14329,67155,"['set_def', 'set_max_hp', 'set_max_hp']",0,1,0
3,4,c2095,20108,6255.59,0,29751,"['set_speed', 'set_def']",0,0,0
4,5,c2111,0,0.0,0,0,[],0,0,1
5,1,c2090,1141,37414.54,0,147147,"['set_speed', 'set_acc']",0,0,0
6,2,c6037,0,26630.92,20787,163766,"['set_speed', 'set_immune']",0,0,0
7,3,c2101,1400,76072.41,0,193821,"['set_penetrate', 'set_speed']",0,1,0
8,4,c2024,2603,27865.5,0,38225,"['set_speed', 'set_res']",0,0,0
9,5,c2079,0,0.0,0,0,[],0,0,1
0,1,c1159,4718,106871.45,0,111589,"['set_speed', 'set_max_hp']",1,0,0
1,2,c1126,25477,48148.65,0,221121,"['set_speed', 'set_acc']",0,0,0
2,3,c2109,11550,51930.09,0,81917,"['set_counter', 'set_max_hp']",0,0,0
3,4,c1151,0,0.0,0,0,[],0,0,1
4,5,c2111,24916,26608.57,7064,230667,"['set_speed', 'set_acc']",0,1,0
5,1,c2089,2125,33678.21,0,56380,"['set_speed', 'set_immune']",0,0,0
6,2,c2101,26749,64812.83,0,117283,"['set_speed', 'set_penetrate']",0,0,0
7,3,c1121,0,36052.78,0,51485,"['set_speed', 'set_immune']",0,0,0
8,4,c2071,41875,47390.82,4532,268705,"['set_counter', 'set_immune']",0,1,0
9,5,c2132,0,0.0,0,0,[],0,0,1
0,1,c1159,0,0.0,0,0,"['set_speed', 'set_max_hp']",1,0,0
1,2,c2089,0,0.0,6427,45825,['set_speed'],0,0,0
2,3,c2016,0,0.0,0,0,[],0,0,1
3,4,c1014,25005,13311.33,0,96475,"['set_speed', 'set_cri']",0,1,0
4,5,c2004,2159,0.0,0,15291,"['set_speed', 'set_acc']",0,0,0
5,1,c5089,0,15796.73,0,18260,"['set_speed', 'set_torrent']",0,0,0
6,2,c1121,5242,5251.76,0,27738,"['set_speed', 'set_immune']",0,1,0
7,3,c4144,0,17941.49,0,20404,"['set_speed', 'set_torrent']",0,0,0
8,4,c1118,0,17355.72,0,17355,"['set_speed', 'set_cri']",0,0,0
9,5,c1023,0,0.0,0,0,[],0,0,1
0,1,c2109,8152,47939.21,0,82407,"['set_counter', 'set_max_hp']",0,0,0
1,2,c4004,0,116866.5,27072,214116,"['set_def', 'set_max_hp', 'set_max_hp']",0,1,0
2,3,c1126,0,0.0,0,0,[],0,0,1
3,4,c1014,0,18334.37,0,18334,"['set_speed', 'set_cri']",0,0,0
4,5,c2004,942,0.0,0,18486,"['set_speed', 'set_acc']",0,0,0
5,1,c1118,0,0.0,0,0,[],1,0,1
6,2,c2069,21718,0.0,0,34016,"['set_speed', 'set_torrent']",0,0,0
7,3,c2024,2773,0.0,0,11996,"['set_cri', 'set_speed']",0,0,0
8,4,c2091,11236,19603.36,0,80033,['set_cri_dmg'],0,1,0
9,5,c1080,21535,0.0,0,58430,"['set_cri', 'set_speed']",0,0,0
0,1,c1159,21774,66834.81,0,107696,"['set_speed', 'set_max_hp']",1,0,0
1,2,c2109,1853,54131.58,0,148240,"['set_counter', 'set_max_hp']",0,0,0
2,3,c2008,713,62662.06,14857,192757,"['set_immune', 'set_shield']",0,1,0
3,4,c2111,0,0.0,0,0,[],0,0,1
4,5,c1146,47287,48010.77,0,190735,"['set_cri_dmg', 'set_max_hp']",0,0,0
5,1,c2089,1720,58088.08,13031,347669,['set_speed'],0,1,0
6,2,c2101,25672,75423.83,5956,220420,"['set_speed', 'set_immune']",0,0,0
7,3,c2090,0,86895.45,0,97201,"['set_immune', 'set_speed']",0,0,0
8,4,c2071,36186,40564.52,0,186682,"['set_immune', 'set_cri_dmg']",0,0,0
9,5,c2016,0,0.0,0,0,[],0,0,1
0,1,c2089,1960,47741.23,0,87927,['set_speed'],0,0,0
1,2,c2109,78347,31939.21,0,212223,"['set_counter', 'set_max_hp']",0,1,0
2,3,c4004,0,0.0,0,0,[],0,0,1
3,4,c5089,0,18318.98,0,22566,"['set_speed', 'set_torrent']",0,0,0
4,5,c2111,11899,22163.52,0,127504,"['set_speed', 'set_acc']",0,0,0
5,1,c1126,13599,47307.85,0,227420,['set_speed'],1,0,0
6,2,c1159,4108,108855.8,0,112963,"['set_speed', 'set_def']",0,0,0
7,3,c2070,21926,108973.52,28882,334620,"['set_speed', 'set_max_hp']",0,1,0
8,4,c5082,2592,65984.94,14054,132585,"['set_res', 'set_speed']",0,0,0
9,5,c2071,0,0.0,0,0,[],0,0,1
0,1,c1159,1613,7102.27,0,38342,"['set_speed', 'set_max_hp']",0,0,0
1,2,c4004,0,0.0,0,0,[],0,0,1
2,3,c2111,8287,0.0,2400,104505,"['set_speed', 'set_acc']",0,0,0
3,4,c1121,20756,6844.63,0,62165,"['set_immune', 'set_speed']",0,0,0
4,5,c5089,53458,15131.2,7852,185073,"['set_speed', 'set_torrent']",0,1,0
5,1,c6037,0,38815.99,0,49545,"['set_immune', 'set_speed']",1,0,0
6,2,c2101,8931,57800.52,0,77460,"['set_speed', 'set_penetrate']",0,0,0
7,3,c2073,0,61504.62,0,61504,"['set_penetrate', 'set_cri_dmg']",0,0,0
8,4,c2012,2450,98734.31,0,111913,"['set_max_hp', 'set_speed']",0,1,0
9,5,c1134,0,0.0,0,0,[],0,0,1
0,1,c1159,1569,0.0,0,7165,"['set_speed', 'set_max_hp']",1,0,0
1,2,c2109,0,0.0,0,0,[],0,0,1
2,3,c2008,0,0.0,7181,43559,"['set_immune', 'set_shield']",0,0,0
3,4,c1146,5521,48010.77,0,61926,"['set_cri_dmg', 'set_max_hp']",0,0,0
4,5,c6037,1463,0.0,6212,83229,"['set_speed', 'set_immune']",0,1,0
5,1,c1134,6570,927.88,0,7497,"['set_scar', 'set_cri']",0,0,0
6,2,c2089,0,0.0,6340,29732,"['set_immune', 'set_speed']",0,1,0
7,3,c2090,2312,10937.95,0,27869,"['set_speed', 'set_res']",0,0,0
8,4,c1128,0,0.0,0,0,[],0,0,1
9,5,c2050,9461,0.0,0,18232,"['set_cri_dmg', 'set_cri']",0,0,0
0,1,c1159,3608,2361.51,0,5969,"['set_speed', 'set_max_hp']",1,0,0
1,2,c1126,13271,12901.47,0,95730,"['set_speed', 'set_acc']",0,1,0
2,3,c2109,25670,22173.25,0,83232,"['set_counter', 'set_max_hp']",0,0,0
3,4,c1121,19022,6844.63,16179,74993,"['set_immune', 'set_speed']",0,0,0
4,5,c2070,0,0.0,0,0,[],0,0,1
5,1,c2089,0,23709.06,12401,97017,"['set_speed', 'set_immune']",0,1,0
6,2,c2101,15413,37218.0,0,71371,"['set_speed', 'set_penetrate']",0,0,0
7,3,c6037,665,21547.43,0,55008,"['set_speed', 'set_acc']",0,0,0
8,4,c2071,0,45218.04,0,49903,"['set_counter', 'set_immune']",0,0,0
9,5,c2090,0,0.0,0,0,[],0,0,1
0,1,c1159,389,111278.41,0,151365,"['set_speed', 'set_max_hp']",0,0,0
1,2,c4004,0,0.0,0,0,[],0,0,1
2,3,c2109,10233,51097.26,426,81605,"['set_counter', 'set_max_hp']",0,0,0
3,4,c5089,9093,18318.98,0,86959,"['set_speed', 'set_torrent']",0,0,0
4,5,c2111,11401,5908.42,2400,152036,"['set_speed', 'set_acc']",0,1,0
5,1,c2090,27812,14424.05,0,166143,"['set_res', 'set_speed']",1,1,0
6,2,c2101,19667,8397.64,0,63466,"['set_max_hp', 'set_speed']",0,0,0
7,3,c2008,806,74670.38,11640,163821,"['set_shield', 'set_immune']",0,0,0
8,4,c2016,0,0.0,0,0,[],0,0,1
9,5,c1141,10798,28461.81,0,74661,"['set_speed', 'set_acc']",0,0,0
0,1,c2089,4194,73825.88,14542,168634,['set_speed'],0,0,0
1,2,c2109,5665,61792.35,0,239620,"['set_counter', 'set_max_hp']",0,0,0
2,3,c5089,85264,6892.17,4034,352433,"['set_speed', 'set_torrent']",0,1,0
3,4,c4004,8083,104801.54,31285,320337,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
4,5,c2090,0,0.0,0,0,[],0,0,1
5,1,c1159,0,109505.18,0,123972,"['set_speed', 'set_immune']",1,0,0
6,2,c2071,2835,85538.95,0,98018,"['set_immune', 'set_cri_dmg']",0,0,0
7,3,c2008,2316,119324.86,0,169863,"['set_speed', 'set_def']",0,0,0
8,4,c1125,0,0.0,0,0,[],0,0,1
9,5,c2016,65466,91362.34,5882,384537,"['set_immune', 'set_cri_dmg']",0,1,0
0,1,c1159,0,0.0,0,0,[],1,0,1
1,2,c1126,1263,45939.31,0,47202,"['set_speed', 'set_acc']",0,0,0
2,3,c2109,33428,61188.45,3507,98124,"['set_counter', 'set_max_hp']",0,0,0
3,4,c2111,36989,36942.39,0,128479,"['set_speed', 'set_acc']",0,1,0
4,5,c2009,4310,49172.25,0,108030,"['set_cri_dmg', 'set_penetrate']",0,0,0
5,1,c2089,4171,26598.81,20400,51170,"['set_speed', 'set_immune']",0,0,0
6,2,c2101,49225,65766.73,0,272883,"['set_speed', 'set_penetrate']",0,1,0
7,3,c4004,6367,137522.57,27093,249929,"['set_max_hp', 'set_res', 'set_immune']",0,0,0
8,4,c6037,3218,54365.97,0,136529,"['set_speed', 'set_immune']",0,0,0
9,5,c2079,0,0.0,0,0,[],0,0,1
0,1,c1159,3502,61839.49,0,129225,"['set_speed', 'set_max_hp']",1,0,0
1,2,c2008,0,0.0,0,0,[],0,0,1
2,3,c1151,5769,10382.61,0,137530,"['set_speed', 'set_acc']",0,0,0
3,4,c2071,0,57579.56,0,57579,"['set_penetrate', 'set_cri_dmg']",0,0,0
4,5,c2079,49827,24045.66,0,203769,"['set_cri_dmg', 'set_def']",0,1,0
5,1,c2109,0,29112.3,0,50514,"['set_speed', 'set_penetrate']",0,0,0
6,2,c4004,1652,67352.46,12674,138752,"['set_max_hp', 'set_max_hp', 'set_def']",0,1,0
7,3,c4144,41456,3693.55,0,128381,"['set_cri_dmg', 'set_penetrate']",0,0,0
8,4,c6037,0,0.0,0,0,[],0,0,1
9,5,c2042,1067,80797.55,0,124669,"['set_speed', 'set_acc']",0,0,0
0,1,c1159,0,20820.31,0,52486,"['set_speed', 'set_max_hp']",1,0,0
1,2,c4004,0,0.0,10214,45047,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
2,3,c2109,10940,0.0,0,20439,"['set_counter', 'set_max_hp']",0,0,0
3,4,c5089,37191,0.0,0,119523,"['set_speed', 'set_torrent']",0,1,0
4,5,c2099,0,0.0,0,0,[],0,0,1
5,1,c2070,0,111013.02,9295,148840,"['set_def', 'set_speed']",0,1,0
6,2,c2101,5577,0.0,0,41241,"['set_speed', 'set_immune']",0,0,0
7,3,c1102,286,0.0,0,7418,"['set_max_hp', 'set_speed']",0,0,0
8,4,c2071,0,52151.54,0,52151,"['set_counter', 'set_penetrate']",0,0,0
9,5,c2008,0,0.0,0,0,[],0,0,1
0,1,c1159,1658,91228.69,0,202671,"['set_speed', 'set_max_hp']",1,0,0
1,2,c2109,56488,78203.65,12580,253397,"['set_counter', 'set_max_hp']",0,0,0
2,3,c4004,0,46929.55,1780,125559,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
3,4,c5089,46672,25883.56,4522,399112,"['set_speed', 'set_torrent']",0,1,0
4,5,c2099,0,0.0,0,0,[],0,0,1
5,1,c2090,19369,91403.02,0,397149,"['set_acc', 'set_speed']",0,1,0
6,2,c2070,0,108079.59,0,171719,"['set_speed', 'set_max_hp']",0,0,0
7,3,c2071,74288,113428.04,13766,371187,"['set_penetrate', 'set_cri_dmg']",0,0,0
8,4,c2132,2164,86859.98,20970,221363,"['set_shield', 'set_immune']",0,0,0
9,5,c1124,0,0.0,0,0,[],0,0,1
0,1,c1159,0,27876.42,0,72190,"['set_speed', 'set_max_hp']",1,0,0
1,2,c4004,0,23258.55,23942,98900,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
2,3,c2109,26372,15607.9,0,93679,"['set_counter', 'set_max_hp']",0,0,0
3,4,c5089,30655,0.0,0,119282,"['set_speed', 'set_torrent']",0,1,0
4,5,c2099,0,0.0,0,0,[],0,0,1
5,1,c2070,0,107111.98,38086,240050,"['set_speed', 'set_immune']",0,1,0
6,2,c2101,5326,7803.42,0,202834,"['set_speed', 'set_immune']",0,0,0
7,3,c2071,14163,19845.25,0,81434,"['set_counter', 'set_immune']",0,0,0
8,4,c1148,0,44796.25,0,44796,"['set_speed', 'set_res']",0,0,0
9,5,c1102,0,0.0,0,0,[],0,0,1
0,1,c1159,1193,30745.74,0,133075,"['set_speed', 'set_max_hp']",1,0,0
1,2,c4004,915,59669.0,25727,197561,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
2,3,c2109,70711,47477.2,0,310348,"['set_counter', 'set_max_hp']",0,1,0
3,4,c5089,16405,0.0,0,218679,"['set_speed', 'set_torrent']",0,0,0
4,5,c1148,0,0.0,0,0,[],0,0,1
5,1,c2022,0,88197.0,14775,136551,"['set_speed', 'set_immune']",0,0,0
6,2,c2101,9419,107611.3,0,217768,"['set_res', 'set_speed']",0,1,0
7,3,c2071,10697,71196.22,0,98682,"['set_cri_dmg', 'set_penetrate']",0,0,0
8,4,c2079,18816,97026.89,2001,168213,"['set_def', 'set_cri_dmg']",0,0,0
9,5,c2070,0,0.0,0,0,[],0,0,1
0,1,c1159,18581,76150.01,9307,156470,"['set_speed', 'set_max_hp']",1,1,0
1,2,c2109,19782,22557.79,5676,55165,"['set_counter', 'set_max_hp']",0,0,0
2,3,c2070,0,0.0,0,0,[],0,0,1
3,4,c2089,2310,9209.36,15616,79568,['set_speed'],0,0,0
4,5,c2111,13138,45504.68,495,104420,"['set_speed', 'set_acc']",0,0,0
5,1,c2016,7506,78918.08,0,91594,"['set_def', 'set_cri_dmg']",0,0,0
6,2,c1151,8145,33231.66,0,144789,"['set_speed', 'set_immune']",0,1,0
7,3,c2008,1106,73446.49,8960,119707,"['set_immune', 'set_shield']",0,0,0
8,4,c5089,24493,20854.44,1870,67900,"['set_speed', 'set_torrent']",0,0,0
9,5,c1134,0,0.0,0,0,[],0,0,1
0,1,c1159,2158,17617.19,0,19775,"['set_speed', 'set_max_hp']",0,0,0
1,2,c4004,1518,28580.36,30952,116058,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
2,3,c1121,25952,0.0,0,95628,"['set_immune', 'set_speed']",0,0,0
3,4,c2111,13781,0.0,1680,124253,"['set_speed', 'set_acc']",0,1,0
4,5,c1151,0,0.0,0,0,[],0,0,1
5,1,c2070,8166,8525.82,23231,94711,"['set_speed', 'set_max_hp']",1,1,0
6,2,c2101,4961,34875.47,0,86195,"['set_speed', 'set_cri']",0,0,0
7,3,c5089,0,11181.57,0,19610,"['set_speed', 'set_torrent']",0,0,0
8,4,c2079,0,49541.06,0,57969,"['set_cri_dmg', 'set_torrent']",0,0,0
9,5,c1102,0,0.0,0,0,[],0,0,1
0,1,c1126,1666,12679.85,0,44714,"['set_speed', 'set_acc']",0,1,0
1,2,c1159,0,0.0,0,0,"['set_speed', 'set_max_hp']",0,0,0
2,3,c2109,0,0.0,0,4795,"['set_counter', 'set_max_hp']",0,0,0
3,4,c1121,0,0.0,0,0,[],0,0,1
4,5,c1112,17621,0.0,0,27211,"['set_cri', 'set_speed']",0,0,0
5,1,c2089,0,16916.64,0,16916,"['set_speed', 'set_acc']",1,0,0
6,2,c5089,0,13498.67,0,16153,"['set_speed', 'set_torrent']",0,0,0
7,3,c1103,3719,13495.4,0,22523,"['set_speed', 'set_penetrate']",0,1,0
8,4,c1089,0,0.0,5462,16080,"['set_speed', 'set_immune']",0,0,0
9,5,c2079,0,0.0,0,0,[],0,0,1
0,1,c4004,7580,48262.92,12710,141102,"['set_def', 'set_max_hp', 'set_max_hp']",0,1,0
1,2,c2101,9521,59358.83,0,84566,"['set_speed', 'set_max_hp']",0,0,0
2,3,c1121,18935,23244.54,0,79434,"['set_immune', 'set_speed']",0,0,0
3,4,c5082,4577,0.0,11888,57641,"['set_immune', 'set_speed']",0,0,0
4,5,c2095,0,0.0,0,0,[],0,0,1
5,1,c1159,18250,41205.8,0,59455,"['set_speed', 'set_max_hp']",1,1,0
6,2,c5089,4373,14976.07,973,26679,"['set_speed', 'set_torrent']",0,0,0
7,3,c1126,1889,21884.48,0,46659,"['set_acc', 'set_speed']",0,0,0
8,4,c2111,0,0.0,0,0,[],0,0,1
9,5,c2090,13355,10237.35,0,47749,"['set_acc', 'set_speed']",0,0,0
0,1,c1126,0,0.0,0,33118,"['set_speed', 'set_acc']",0,0,0
1,2,c4004,1432,0.0,5704,24800,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
2,3,c1151,2135,0.0,0,30837,"['set_speed', 'set_acc']",0,0,0
3,4,c5089,45926,0.0,0,87876,"['set_speed', 'set_torrent']",0,1,0
4,5,c2099,0,0.0,0,0,[],0,0,1
5,1,c2070,0,86694.12,8264,143399,"['set_speed', 'set_max_hp']",1,1,0
6,2,c2132,0,2568.47,914,33758,"['set_immune', 'set_shield']",0,0,0
7,3,c2024,0,1285.78,0,31561,"['set_speed', 'set_immune']",0,0,0
8,4,c1121,0,51648.57,0,63758,"['set_speed', 'set_immune']",0,0,0
9,5,c1134,0,0.0,0,0,[],0,0,1
0,1,c2089,0,0.0,0,0,[],0,0,1
1,2,c2109,0,11556.23,0,34960,"['set_counter', 'set_max_hp']",0,0,0
2,3,c4004,2940,14703.94,11698,146364,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
3,4,c5089,28073,8413.28,0,137905,"['set_speed', 'set_torrent']",0,0,0
4,5,c2079,44402,73250.39,0,180064,"['set_cri_dmg', 'set_def']",0,1,0
5,1,c1159,0,89833.6,0,165872,"['set_speed', 'set_max_hp']",1,0,0
6,2,c1126,0,26368.79,0,254484,"['set_speed', 'set_acc']",0,1,0
7,3,c2071,15966,75023.74,9128,138137,"['set_cri_dmg', 'set_max_hp']",0,0,0
8,4,c1151,0,0.0,0,0,[],0,0,1
9,5,c2047,8040,87333.92,5132,113179,"['set_res', 'set_cri_dmg']",0,0,0
0,1,c1159,0,26963.78,0,26963,"['set_speed', 'set_max_hp']",1,0,0
1,2,c2109,7092,17720.36,0,50141,"['set_counter', 'set_max_hp']",0,0,0
2,3,c1126,3050,4442.55,0,72625,"['set_speed', 'set_acc']",0,1,0
3,4,c1014,0,0.0,0,0,[],0,0,1
4,5,c1007,0,13101.46,0,13101,"['set_cri', 'set_speed']",0,0,0
5,1,c6037,0,3871.42,0,3871,['set_speed'],0,0,0
6,2,c1112,17790,0.0,0,44038,"['set_speed', 'set_cri']",0,1,0
7,3,c1118,0,1821.37,0,1821,['set_speed'],0,0,0
8,4,c2069,2605,17660.24,0,26827,"['set_speed', 'set_torrent']",0,0,0
9,5,c1020,0,0.0,0,0,[],0,0,1
0,1,c2089,2063,77277.88,0,324022,['set_speed'],0,0,0
1,2,c2109,17658,85505.87,7509,153852,"['set_counter', 'set_max_hp']",0,0,0
2,3,c5089,86090,0.0,0,714586,"['set_speed', 'set_torrent']",0,1,0
3,4,c4004,0,146839.19,56824,405166,"['set_def', 'set_max_hp', 'set_max_hp']",0,0,0
4,5,c2079,0,0.0,0,0,[],0,0,1
5,1,c1159,0,115878.57,0,157399,"['set_speed', 'set_immune']",1,0,0
6,2,c2008,0,0.0,0,0,[],0,0,1
7,3,c6037,0,57519.08,30180,461385,"['set_immune', 'set_speed']",0,1,0
8,4,c2071,66433,70548.76,0,363038,"['set_penetrate', 'set_cri_dmg']",0,0,0
9,5,c2016,12320,103399.36,5060,189980,"['set_vampire', 'set_cri']",0,0,0
0,1,c1159,1988,28848.67,0,30836,"['set_speed', 'set_max_hp']",1,0,0
1,2,c1126,0,0.0,0,0,[],0,0,1
2,3,c2016,55961,20921.56,0,115437,"['set_def', 'set_cri_dmg']",0,0,0
3,4,c2008,0,48919.62,12825,136926,"['set_immune', 'set_shield']",0,1,0
4,5,c2111,8522,10511.18,4275,121622,"['set_speed', 'set_acc']",0,0,0
5,1,c2089,0,53331.59,0,206558,"['set_speed', 'set_acc']",0,1,0
6,2,c6037,0,47222.12,37183,196772,"['set_immune', 'set_speed']",0,0,0
7,3,c2070,13356,133574.02,5232,203238,"['set_max_hp', 'set_speed']",0,0,0
8,4,c2101,12052,38551.77,0,101679,"['set_cri', 'set_speed']",0,0,0
9,5,c2072,0,0.0,0,0,[],0,0,1
0,1,c1159,15182,3246.05,1011,59900,"['set_speed', 'set_max_hp']",1,0,0
1,2,c2109,0,0.0,0,0,[],0,0,1
2,3,c2008,855,5216.08,4689,22899,"['set_immune', 'set_shield']",0,0,0
3,4,c1151,6101,0.0,0,48584,"['set_speed', 'set_acc']",0,0,0
4,5,c2099,44316,20533.59,0,95194,"['set_speed', 'set_cri']",0,1,0
5,1,c2101,0,59666.1,0,59666,"['set_cri', 'set_speed']",0,0,0
6,2,c4004,2443,63195.1,5673,98010,"['set_counter', 'set_max_hp']",0,0,0
7,3,c2071,8084,89548.98,0,172390,"['set_penetrate', 'set_cri_dmg']",0,1,0
8,4,c2132,0,29105.65,9276,54401,"['set_speed', 'set_immune']",0,0,0
9,5,c2050,0,0.0,0,0,[],0,0,1
